ip,app,device,os,channel,click_time,attributed_time,is_attributed
4405,8,1,19,259,2017-11-08 15:18:53,,0
114030,6,1,20,459,2017-11-07 08:50:51,,0
227152,12,1,13,328,2017-11-08 05:51:07,,0
74306,15,1,19,379,2017-11-07 01:40:23,,0
109704,3,1,47,280,2017-11-08 02:47:00,,0
102291,12,1,16,259,2017-11-08 12:17:45,,0
98062,12,1,13,178,2017-11-08 04:33:52,,0
102065,13,1,17,477,2017-11-07 03:15:39,,0
65971,3,1,15,409,2017-11-08 12:40:02,,0
91031,18,1,19,107,2017-11-09 08:04:51,,0
83660,9,1,16,244,2017-11-07 01:36:05,,0
146824,3,1,19,280,2017-11-09 04:59:43,,0
45351,7,1,17,101,2017-11-09 05:56:56,,0
18666,9,1,19,134,2017-11-07 23:16:59,,0
19069,12,1,13,265,2017-11-09 13:02:33,,0
327494,3,1,28,466,2017-11-09 05:36:58,,0
107692,14,1,17,401,2017-11-09 03:31:18,,0
8171,14,1,18,349,2017-11-07 01:08:10,,0
105475,7,1,13,101,2017-11-09 14:42:58,,0
124652,14,1,46,379,2017-11-08 12:09:35,,0
206632,2,1,19,377,2017-11-06 23:41:43,,0
190794,13,1,22,477,2017-11-08 09:50:05,,0
61706,9,1,19,334,2017-11-09 03:24:14,,0
103411,18,1,16,107,2017-11-08 15:37:24,,0
80438,3,1,20,205,2017-11-09 04:16:54,,0
46663,18,1,18,376,2017-11-09 08:54:28,,0
48350,18,1,13,121,2017-11-08 07:17:49,,0
93542,14,1,18,379,2017-11-07 10:19:08,,0
102156,12,1,6,245,2017-11-07 11:41:42,,0
149208,3,1,19,280,2017-11-08 11:47:29,,0
113882,18,1,17,107,2017-11-08 12:12:39,,0
5954,21,1,13,128,2017-11-06 17:07:16,,0
113659,2,1,25,219,2017-11-08 08:57:11,,0
30587,3,2,49,280,2017-11-08 13:56:36,,0
15740,18,1,13,121,2017-11-09 02:20:10,,0
122415,12,1,13,145,2017-11-07 00:58:04,,0
89525,12,1,19,328,2017-11-08 01:45:24,,0
60308,28,1,18,135,2017-11-08 10:05:47,,0
11161,17,1,9,128,2017-11-09 15:20:49,,0
83576,10,1,9,317,2017-11-08 03:53:46,,0
343860,9,1,19,466,2017-11-09 01:48:00,,0
69392,1,1,17,377,2017-11-08 00:30:30,,0
17149,1,1,20,134,2017-11-08 06:49:09,,0
191863,3,1,13,137,2017-11-08 05:52:41,,0
109776,170,3032,607,347,2017-11-07 04:20:48,,0
238963,1,1,16,118,2017-11-08 00:38:12,,0
178851,2,1,6,205,2017-11-07 12:01:49,,0
46023,2,1,35,477,2017-11-08 03:39:30,,0
45466,28,1,13,135,2017-11-07 04:22:55,,0
121310,15,1,19,278,2017-11-08 05:08:25,,0
80360,2,1,19,122,2017-11-08 09:09:33,,0
114276,12,1,19,328,2017-11-07 14:15:57,,0
83288,13,1,9,477,2017-11-08 12:27:51,,0
77207,12,1,37,265,2017-11-08 01:25:28,,0
36491,3,1,19,280,2017-11-08 03:28:40,,0
49431,12,1,13,178,2017-11-07 06:45:49,,0
98531,3,1,13,280,2017-11-07 03:05:30,,0
112971,1,1,13,124,2017-11-08 10:58:01,,0
100066,3,1,19,280,2017-11-07 01:17:35,,0
49573,2,1,19,477,2017-11-07 12:15:12,,0
55690,2,1,19,364,2017-11-09 06:04:52,,0
71797,11,1,13,487,2017-11-08 06:49:27,,0
90731,22,1,13,116,2017-11-08 06:34:02,,0
80835,25,1,13,259,2017-11-07 10:25:29,,0
74276,6,1,13,125,2017-11-08 10:45:16,,0
55149,3,1,11,280,2017-11-08 01:20:41,,0
11594,37,1,7,21,2017-11-08 03:23:19,,0
154993,9,1,15,334,2017-11-08 08:03:55,,0
102025,14,2,9,467,2017-11-09 12:50:55,,0
4886,2,1,13,435,2017-11-06 16:46:09,,0
140441,9,1,13,442,2017-11-08 13:25:02,,0
59168,15,1,13,245,2017-11-08 04:53:33,,0
225535,15,1,19,245,2017-11-08 07:45:55,,0
14223,29,1,13,213,2017-11-09 05:29:37,,0
34387,12,1,25,340,2017-11-09 06:21:52,,0
103303,9,1,13,232,2017-11-06 16:52:01,,0
3382,15,1,19,379,2017-11-09 03:16:22,,0
22851,20,1,13,478,2017-11-08 01:30:06,,0
89786,15,1,19,245,2017-11-07 06:38:45,,0
47430,2,1,16,435,2017-11-09 03:41:57,,0
48247,3,1,9,280,2017-11-09 03:17:35,,0
54472,9,1,17,244,2017-11-09 05:44:11,,0
93587,14,1,8,480,2017-11-07 05:19:36,,0
207884,1,1,19,118,2017-11-08 00:55:02,,0
5314,12,1,43,245,2017-11-07 14:42:46,,0
26995,14,1,19,489,2017-11-07 10:50:40,,0
4324,2,1,20,205,2017-11-07 02:23:00,,0
96388,3,1,41,424,2017-11-08 16:36:31,,0
81456,14,1,27,118,2017-11-09 07:43:49,,0
101456,14,1,28,379,2017-11-08 12:16:22,,0
108943,11,1,3,469,2017-11-07 04:51:16,,0
229206,6,1,13,459,2017-11-08 09:31:18,,0
57911,15,1,19,245,2017-11-08 23:46:14,,0
104568,3,1,19,137,2017-11-09 06:23:29,,0
75991,14,1,37,379,2017-11-09 15:08:10,,0
48072,19,21,24,213,2017-11-07 05:17:29,2017-11-07 06:49:01,1
207885,26,1,18,266,2017-11-08 01:13:11,,0
92325,28,1,18,135,2017-11-07 07:34:40,,0
57757,3,1,30,280,2017-11-09 02:43:28,,0
121486,2,1,13,122,2017-11-07 04:46:15,,0
41229,12,1,18,178,2017-11-09 14:10:49,,0
99579,7,1,15,101,2017-11-07 03:18:32,,0
94220,3,1,25,280,2017-11-08 06:18:17,,0
72131,36,1,19,373,2017-11-07 12:54:55,,0
117115,3,1,22,409,2017-11-09 07:31:02,,0
111121,28,1,13,135,2017-11-08 04:13:33,,0
157212,9,1,19,232,2017-11-08 18:55:34,,0
90991,12,1,22,424,2017-11-07 07:04:12,,0
106308,2,1,27,237,2017-11-09 05:05:09,,0
14764,3,1,17,489,2017-11-08 16:30:05,,0
69733,2,1,35,435,2017-11-07 15:32:32,,0
138561,3,1,13,280,2017-11-09 02:44:14,,0
187485,15,1,19,245,2017-11-07 15:16:45,,0
203833,3,1,37,466,2017-11-09 12:07:11,,0
221118,2,1,10,469,2017-11-08 11:48:18,,0
28244,15,1,41,379,2017-11-09 06:47:22,,0
357062,2,1,13,477,2017-11-09 06:38:21,,0
3472,6,1,22,459,2017-11-07 08:43:01,,0
321667,18,1,19,107,2017-11-09 01:18:27,,0
174662,13,1,19,477,2017-11-07 04:23:58,,0
6609,11,1,19,219,2017-11-09 05:18:41,,0
166433,18,1,13,134,2017-11-09 10:26:42,,0
143638,23,1,18,153,2017-11-08 17:36:55,,0
168778,1,1,17,134,2017-11-07 01:09:44,,0
10482,3,1,3,280,2017-11-09 06:08:27,,0
174885,15,1,3,245,2017-11-08 12:54:58,,0
29101,8,1,19,145,2017-11-07 16:43:57,,0
342416,12,1,17,265,2017-11-09 09:47:29,,0
48279,3,1,19,442,2017-11-09 09:15:06,,0
76181,21,1,11,232,2017-11-09 04:16:44,,0
98989,14,1,12,480,2017-11-08 15:15:27,,0
120597,3,1,19,205,2017-11-07 21:56:43,,0
5740,2,1,13,469,2017-11-08 15:29:19,,0
42596,15,1,17,245,2017-11-09 05:38:05,,0
12506,62,1,19,21,2017-11-08 05:56:57,2017-11-08 08:56:58,1
76609,26,1,13,477,2017-11-09 05:46:22,,0
34812,15,1,18,265,2017-11-08 10:11:58,,0
72936,151,0,76,347,2017-11-07 16:30:42,,0
184467,35,1,30,274,2017-11-07 22:29:06,2017-11-08 00:16:14,1
2404,3,1,13,115,2017-11-08 04:37:08,,0
117527,18,1,13,121,2017-11-08 11:03:43,,0
5314,14,1,28,379,2017-11-07 05:59:02,,0
67722,12,2,18,140,2017-11-09 11:18:14,,0
84627,9,2,6,442,2017-11-07 12:34:42,,0
17149,9,1,13,134,2017-11-06 16:28:11,,0
47577,25,1,19,259,2017-11-09 12:43:04,,0
27646,9,1,13,107,2017-11-09 05:59:36,,0
125222,2,1,19,477,2017-11-08 00:34:07,,0
100393,28,1,1,135,2017-11-07 05:29:54,,0
207735,12,1,12,265,2017-11-09 04:37:30,,0
11020,6,1,17,459,2017-11-07 00:12:41,,0
131158,12,1,13,140,2017-11-07 03:24:56,,0
5147,12,1,37,340,2017-11-09 04:21:51,,0
17988,12,1,13,245,2017-11-07 16:18:52,,0
69185,2,1,13,477,2017-11-07 14:52:21,,0
43242,6,1,27,459,2017-11-08 01:47:36,,0
47007,1,1,13,150,2017-11-08 02:51:31,,0
73516,3,1,18,417,2017-11-07 00:06:26,,0
15901,15,1,13,153,2017-11-07 14:04:11,,0
16775,15,1,19,245,2017-11-07 00:45:56,,0
89567,3,1,25,371,2017-11-08 01:31:42,,0
15240,12,1,19,245,2017-11-07 16:01:09,,0
142163,24,1,17,105,2017-11-08 15:29:07,,0
151672,12,1,13,409,2017-11-08 22:59:04,,0
219169,9,1,10,489,2017-11-08 15:55:36,,0
100276,21,1,6,128,2017-11-07 16:40:06,,0
66933,14,1,2,379,2017-11-08 11:01:09,,0
114773,13,1,34,477,2017-11-07 03:59:40,,0
45745,23,1,25,153,2017-11-07 18:27:01,,0
99917,12,1,27,105,2017-11-07 10:11:05,,0
71514,3,1,18,280,2017-11-09 03:40:40,,0
221694,7,1,13,101,2017-11-09 09:47:16,,0
36978,15,1,18,111,2017-11-06 23:28:52,,0
105215,21,1,14,128,2017-11-09 11:06:36,,0
121278,19,0,24,347,2017-11-08 12:11:00,,0
190698,3,1,13,480,2017-11-09 03:12:40,,0
69017,9,1,10,334,2017-11-07 09:37:56,,0
109770,2,1,13,317,2017-11-08 10:03:03,,0
1438,3,1,19,280,2017-11-09 03:27:58,,0
9496,9,1,10,134,2017-11-09 02:06:40,,0
203397,3,1,6,280,2017-11-09 01:25:31,,0
110325,1,1,19,115,2017-11-08 01:30:18,,0
20961,10,1,13,377,2017-11-09 09:05:32,,0
79614,15,1,13,3,2017-11-08 16:27:51,,0
78672,9,1,6,232,2017-11-09 09:01:27,,0
73516,18,1,41,107,2017-11-06 16:49:21,,0
40440,15,1,39,245,2017-11-09 06:13:59,,0
23082,2,1,13,469,2017-11-09 14:33:07,,0
93808,15,1,13,315,2017-11-08 05:33:28,,0
94392,15,1,9,386,2017-11-08 06:17:38,,0
169615,2,1,14,477,2017-11-07 04:33:19,,0
21373,6,1,25,459,2017-11-09 06:39:41,,0
100275,18,1,19,121,2017-11-06 16:03:19,,0
70349,15,1,14,386,2017-11-07 03:33:14,,0
73124,18,1,22,107,2017-11-09 13:48:30,,0
77016,21,1,35,128,2017-11-07 14:12:55,,0
71711,3,1,19,452,2017-11-07 11:26:39,,0
73487,3,1,37,153,2017-11-08 19:28:12,,0
114526,14,1,6,489,2017-11-09 04:43:56,,0
111299,20,1,13,478,2017-11-07 00:18:21,,0
99836,11,1,19,487,2017-11-07 10:15:58,,0
17317,18,1,13,121,2017-11-07 14:02:25,,0
43827,9,2,17,258,2017-11-09 11:33:45,,0
92330,27,1,15,153,2017-11-07 10:23:15,,0
33516,3,1,13,442,2017-11-07 15:39:51,,0
64588,3,1,19,205,2017-11-08 23:54:31,,0
58466,14,1,19,480,2017-11-08 02:12:56,,0
5512,9,1,10,334,2017-11-08 00:16:13,,0
79771,64,1,13,459,2017-11-07 11:32:06,,0
326711,9,2,13,334,2017-11-09 08:38:46,,0
123994,15,1,19,245,2017-11-08 11:15:51,,0
344015,9,1,6,107,2017-11-09 11:22:47,,0
307261,2,2,37,205,2017-11-08 22:34:46,,0
5348,15,1,17,111,2017-11-09 01:23:33,,0
52010,12,1,37,265,2017-11-08 23:17:47,,0
279631,3,1,17,153,2017-11-08 07:45:36,,0
81550,14,1,12,379,2017-11-08 14:42:37,,0
319904,28,1,15,135,2017-11-09 06:48:03,,0
184537,2,1,15,258,2017-11-07 02:26:52,,0
103177,15,1,25,140,2017-11-08 12:20:23,,0
151942,15,1,19,386,2017-11-09 11:57:42,,0
124936,2,1,19,469,2017-11-08 02:32:30,,0
73027,3,1,13,280,2017-11-07 05:39:22,,0
28117,2,1,19,236,2017-11-09 02:44:23,,0
322114,20,1,18,259,2017-11-09 01:11:02,,0
48170,12,2,15,145,2017-11-08 17:09:52,,0
64663,12,1,31,245,2017-11-06 16:28:23,,0
118252,3,1,13,466,2017-11-09 15:42:57,,0
234106,20,1,13,259,2017-11-07 16:04:33,,0
97716,12,1,17,245,2017-11-08 14:35:55,,0
71810,9,1,13,466,2017-11-09 04:05:36,,0
99915,14,1,14,439,2017-11-09 05:26:51,,0
81976,9,1,9,466,2017-11-08 10:47:21,,0
78223,32,1,17,376,2017-11-09 03:36:15,,0
26428,1,1,19,135,2017-11-08 07:39:38,,0
9704,12,1,13,481,2017-11-07 13:16:03,,0
109723,2,1,13,236,2017-11-08 06:38:33,,0
34493,8,1,19,259,2017-11-08 01:59:38,,0
49600,2,1,10,477,2017-11-07 13:11:29,,0
98881,9,1,16,127,2017-11-09 12:57:28,,0
209964,18,1,13,439,2017-11-07 02:35:31,,0
48451,8,1,19,145,2017-11-08 13:30:42,,0
60621,14,1,13,439,2017-11-08 02:28:48,,0
55614,14,1,19,134,2017-11-09 04:57:29,,0
69372,6,1,13,459,2017-11-09 13:02:34,,0
149978,2,1,28,452,2017-11-08 06:40:59,,0
19964,9,1,23,232,2017-11-09 11:25:45,,0
90485,19,0,21,213,2017-11-08 12:58:14,,0
48240,7,1,13,101,2017-11-09 11:07:13,,0
84774,18,1,19,134,2017-11-07 17:37:19,,0
83866,22,1,13,116,2017-11-07 10:19:28,,0
29025,28,1,19,135,2017-11-06 20:43:12,,0
93845,11,1,18,325,2017-11-07 07:24:29,,0
59869,12,1,20,178,2017-11-08 01:39:36,,0
30131,3,1,19,280,2017-11-08 14:09:48,,0
93021,208,1,17,330,2017-11-08 00:22:19,,0
40379,3,1,19,280,2017-11-07 03:00:47,,0
34595,15,1,19,265,2017-11-08 03:43:56,,0
110373,8,1,17,145,2017-11-09 06:22:19,,0
186004,2,1,13,212,2017-11-06 16:16:32,,0
19248,1,2,10,101,2017-11-09 10:54:28,,0
47902,12,1,19,265,2017-11-09 12:21:11,,0
92615,9,1,41,232,2017-11-08 15:13:43,,0
79827,2,1,19,477,2017-11-08 08:49:27,,0
74100,26,1,64,121,2017-11-08 23:08:29,,0
78984,3,1,96,173,2017-11-07 15:11:53,,0
53715,2,2,88,236,2017-11-09 02:20:32,,0
81501,15,1,17,265,2017-11-08 06:41:28,,0
133103,9,1,41,445,2017-11-08 13:13:32,,0
13001,15,1,18,245,2017-11-08 22:05:54,,0
82038,26,1,18,266,2017-11-08 07:14:05,,0
19454,15,1,32,245,2017-11-09 00:05:48,,0
77065,12,1,10,265,2017-11-09 01:55:40,,0
37375,2,1,19,477,2017-11-07 05:11:40,,0
37752,14,1,19,349,2017-11-08 04:22:01,,0
40816,3,1,15,442,2017-11-09 06:22:04,,0
130278,7,1,35,101,2017-11-09 06:20:42,,0
207374,23,1,15,153,2017-11-08 07:17:09,,0
125295,2,1,22,477,2017-11-08 15:27:13,,0
34052,2,1,4,435,2017-11-08 23:16:57,,0
321313,1,1,2,13,2017-11-09 02:25:53,,0
88234,1,1,70,124,2017-11-07 09:31:03,,0
135992,6,1,13,125,2017-11-07 02:35:59,,0
23971,9,1,13,442,2017-11-07 04:50:00,,0
88128,2,1,19,237,2017-11-09 02:06:46,,0
109735,64,2,9,459,2017-11-07 16:16:16,,0
335676,14,1,13,480,2017-11-09 13:14:31,,0
7699,21,1,19,232,2017-11-07 23:48:36,,0
54645,2,1,40,452,2017-11-08 15:05:46,,0
48282,9,1,10,215,2017-11-09 14:45:53,,0
69055,15,1,17,265,2017-11-09 03:29:54,,0
42649,27,1,19,122,2017-11-09 06:41:56,,0
82239,12,1,23,140,2017-11-07 00:27:05,,0
55910,2,1,18,364,2017-11-07 03:31:47,,0
208090,14,1,73,349,2017-11-06 17:10:30,,0
118457,9,1,32,442,2017-11-07 15:55:49,,0
125593,2,1,6,243,2017-11-09 10:26:15,,0
202255,5,1,27,113,2017-11-07 03:59:38,2017-11-07 04:00:09,1
314659,9,1,13,232,2017-11-09 05:42:08,,0
88157,3,1,32,205,2017-11-07 19:18:09,,0
55149,12,1,19,265,2017-11-08 02:17:22,,0
73487,12,1,6,178,2017-11-06 16:35:06,,0
48212,3,1,11,173,2017-11-09 04:29:00,,0
158549,3,1,19,379,2017-11-07 04:25:05,,0
8293,3,1,17,280,2017-11-08 10:16:34,,0
5178,3,1,53,424,2017-11-07 10:55:28,,0
57834,9,1,19,215,2017-11-08 14:05:09,,0
66933,12,2,8,265,2017-11-09 13:17:38,,0
10392,3,1,19,115,2017-11-08 14:11:48,,0
335411,6,1,18,459,2017-11-09 08:23:50,,0
140826,12,1,20,277,2017-11-07 01:12:07,,0
27499,14,1,19,379,2017-11-06 17:14:12,,0
182552,19,30,0,213,2017-11-07 07:44:06,2017-11-07 07:56:49,1
7448,18,1,12,107,2017-11-08 22:07:13,,0
212322,15,1,19,245,2017-11-07 12:18:34,,0
69647,27,1,11,153,2017-11-09 04:14:04,,0
65937,9,1,1,442,2017-11-07 12:04:58,,0
147605,15,1,23,278,2017-11-09 02:28:37,,0
100393,18,1,17,107,2017-11-09 10:35:49,,0
120086,3,1,8,280,2017-11-08 03:21:34,,0
108913,6,1,22,125,2017-11-07 14:29:28,,0
103177,9,2,56,107,2017-11-09 13:22:38,,0
8827,3,1,1,173,2017-11-07 18:46:05,,0
44150,12,1,13,265,2017-11-09 11:48:57,,0
46558,12,1,44,178,2017-11-07 08:08:21,,0
104879,9,1,19,244,2017-11-09 06:25:58,,0
93046,12,1,9,328,2017-11-07 11:25:57,,0
108913,18,1,32,439,2017-11-07 15:17:12,,0
118190,2,1,3,477,2017-11-06 23:19:57,,0
72291,18,1,10,134,2017-11-08 13:47:21,,0
87643,9,1,19,244,2017-11-09 04:56:08,,0
132269,14,1,16,134,2017-11-09 14:06:51,,0
158759,12,1,19,409,2017-11-09 14:27:24,,0
93054,9,1,13,134,2017-11-08 22:28:14,,0
72195,3,1,15,489,2017-11-06 19:58:17,,0
66254,3,1,13,280,2017-11-08 00:13:58,,0
44595,1,1,22,371,2017-11-09 07:43:42,,0
79620,9,1,19,490,2017-11-09 03:16:33,,0
54368,150,1,13,110,2017-11-07 02:35:22,,0
21732,2,1,19,237,2017-11-08 02:59:40,,0
66013,2,1,17,212,2017-11-08 01:17:12,,0
79919,15,1,19,245,2017-11-08 13:54:00,,0
30280,9,1,19,442,2017-11-07 04:00:56,,0
106223,2,1,17,477,2017-11-08 17:44:51,,0
7088,2,1,3,435,2017-11-06 23:38:04,,0
128210,11,1,30,219,2017-11-06 23:19:58,,0
116831,14,1,7,113,2017-11-09 11:17:54,,0
321521,15,1,10,245,2017-11-09 15:06:50,,0
118393,3,1,18,489,2017-11-07 03:30:16,,0
56498,3,1,31,135,2017-11-07 12:19:33,,0
92783,2,1,6,219,2017-11-08 11:43:58,,0
85625,19,0,21,347,2017-11-09 10:58:42,,0
73487,12,1,40,326,2017-11-08 05:25:44,,0
104548,28,1,19,135,2017-11-07 13:46:10,,0
69008,3,1,13,409,2017-11-08 02:51:13,,0
105128,12,1,13,245,2017-11-07 13:08:27,,0
73168,2,1,19,435,2017-11-07 13:43:01,,0
69525,12,1,18,178,2017-11-09 07:29:47,,0
105154,3,1,22,424,2017-11-08 07:20:23,,0
332632,3,1,19,173,2017-11-08 16:26:34,,0
92964,9,1,19,215,2017-11-07 15:12:37,,0
31033,15,1,27,245,2017-11-06 18:43:27,,0
125362,21,1,6,128,2017-11-06 17:05:57,,0
211402,64,1,19,459,2017-11-08 10:36:22,,0
66769,8,1,13,145,2017-11-08 22:24:20,,0
123549,15,1,13,278,2017-11-07 05:14:36,,0
121243,2,1,17,452,2017-11-09 04:06:24,,0
117769,3,1,3,280,2017-11-08 07:58:55,,0
146001,3,1,22,280,2017-11-08 02:33:26,,0
84896,12,1,22,409,2017-11-08 10:48:52,,0
98073,15,1,22,130,2017-11-09 10:55:59,,0
4295,2,2,22,237,2017-11-09 09:35:08,,0
107395,24,1,15,105,2017-11-06 16:21:38,,0
9096,18,1,6,134,2017-11-08 05:58:49,,0
111025,2,1,13,219,2017-11-08 05:50:29,,0
78772,18,1,22,121,2017-11-08 04:02:33,,0
176580,2,1,19,219,2017-11-07 07:56:36,,0
4486,12,1,20,145,2017-11-09 04:34:49,,0
72287,18,1,8,439,2017-11-07 02:32:55,,0
55142,9,1,13,334,2017-11-09 13:43:40,,0
59395,15,2,49,245,2017-11-07 21:28:15,,0
35176,29,1,13,343,2017-11-09 06:57:45,,0
107828,9,1,10,258,2017-11-08 15:25:06,,0
202366,3,1,19,19,2017-11-08 22:36:58,,0
133473,8,1,19,140,2017-11-07 08:09:50,,0
71601,9,1,32,466,2017-11-08 08:13:30,,0
78108,18,1,13,121,2017-11-07 13:32:40,,0
107801,9,1,13,244,2017-11-07 15:21:49,,0
70645,3,1,27,452,2017-11-08 14:27:17,,0
197287,12,1,13,140,2017-11-06 16:18:00,,0
26858,18,1,13,107,2017-11-08 14:03:20,,0
209663,12,1,13,178,2017-11-08 07:14:44,,0
108341,12,2,41,140,2017-11-07 02:38:53,,0
48212,2,1,13,237,2017-11-08 17:43:28,,0
7444,2,1,19,469,2017-11-09 02:21:56,,0
125756,20,1,19,259,2017-11-07 04:21:02,,0
18294,5,1,11,377,2017-11-09 12:20:25,,0
43834,12,1,1,245,2017-11-07 16:57:42,,0
78833,9,1,13,232,2017-11-09 12:09:41,,0
180069,9,1,19,334,2017-11-07 05:52:08,,0
36213,2,1,19,435,2017-11-07 11:38:05,,0
50969,3,1,19,489,2017-11-07 03:02:48,,0
85323,28,1,13,135,2017-11-08 03:45:12,,0
7813,18,1,19,134,2017-11-08 05:35:41,,0
114276,3,1,8,137,2017-11-08 04:40:28,,0
41483,3,1,41,280,2017-11-08 15:09:06,,0
48587,9,1,13,445,2017-11-08 13:08:09,,0
88971,23,1,19,153,2017-11-08 00:04:13,,0
47887,3,1,13,379,2017-11-07 16:26:46,,0
11947,25,1,19,259,2017-11-08 12:45:12,,0
36150,2,2,17,205,2017-11-07 13:28:41,,0
74355,2,1,13,435,2017-11-06 16:08:32,,0
254862,9,1,13,134,2017-11-08 03:14:02,,0
220613,12,1,23,178,2017-11-09 14:24:11,,0
29497,9,1,37,127,2017-11-09 10:35:01,,0
115525,2,1,15,243,2017-11-07 23:24:56,,0
95681,3,1,13,280,2017-11-08 04:50:14,,0
5348,8,1,12,259,2017-11-08 16:12:21,,0
67658,8,1,17,145,2017-11-08 12:57:24,,0
36150,2,1,27,205,2017-11-06 20:28:42,,0
103760,18,1,35,107,2017-11-08 04:18:38,,0
50169,12,1,17,245,2017-11-08 06:38:20,,0
10544,10,1,13,377,2017-11-07 08:59:19,,0
115779,2,1,19,219,2017-11-07 16:00:29,,0
15490,3,1,6,480,2017-11-07 23:32:37,,0
70073,15,1,47,315,2017-11-06 22:47:51,,0
5348,3,1,19,280,2017-11-09 05:09:22,,0
17717,3,1,13,489,2017-11-06 18:17:39,,0
23402,2,1,19,477,2017-11-06 16:19:07,,0
23358,9,1,19,334,2017-11-07 16:50:20,,0
115388,15,1,18,265,2017-11-09 10:32:36,,0
95423,3,1,41,280,2017-11-09 07:10:52,,0
17149,1,1,19,153,2017-11-08 14:01:17,,0
83996,18,1,13,439,2017-11-08 11:49:07,,0
80655,11,1,13,173,2017-11-07 02:52:07,,0
205979,64,1,22,459,2017-11-08 08:47:42,,0
95697,3,1,13,280,2017-11-08 05:57:02,,0
95199,9,1,13,466,2017-11-09 14:57:22,,0
84888,21,2,19,128,2017-11-08 00:03:08,,0
154111,3,1,13,280,2017-11-08 03:20:15,,0
143786,15,1,6,245,2017-11-09 05:44:16,,0
147957,2,1,19,477,2017-11-07 12:59:53,,0
53743,15,1,37,265,2017-11-09 13:54:19,,0
94147,3,1,25,280,2017-11-07 11:27:58,,0
10066,18,1,18,107,2017-11-09 04:28:55,,0
6773,18,1,3,107,2017-11-08 12:49:23,,0
111324,27,1,41,122,2017-11-06 17:30:08,,0
13034,2,1,3,377,2017-11-07 05:37:23,,0
89227,19,0,0,213,2017-11-08 13:38:07,,0
3553,14,1,16,442,2017-11-07 06:48:22,,0
100245,21,1,13,128,2017-11-07 20:06:12,,0
105311,3,1,11,280,2017-11-09 05:16:52,,0
18772,2,1,3,477,2017-11-09 05:09:03,,0
116935,3,1,19,409,2017-11-07 00:07:48,,0
4919,14,1,19,439,2017-11-06 22:03:59,,0
103062,12,1,17,178,2017-11-07 12:02:10,,0
23225,18,1,19,121,2017-11-07 11:03:58,,0
102670,18,1,19,439,2017-11-07 14:21:56,,0
202528,15,1,19,130,2017-11-09 13:52:30,,0
114526,28,1,13,135,2017-11-07 00:46:49,,0
105475,27,1,53,153,2017-11-07 22:58:26,,0
37079,3,1,8,211,2017-11-08 15:09:05,,0
44433,15,1,30,245,2017-11-09 02:08:50,,0
45351,2,1,26,205,2017-11-08 18:37:27,,0
13974,1,1,19,115,2017-11-07 13:17:07,,0
122038,3,2,49,452,2017-11-07 13:36:00,,0
181403,3,1,19,280,2017-11-08 10:39:31,,0
180891,26,1,17,477,2017-11-09 00:04:32,,0
50840,12,1,19,245,2017-11-09 01:59:24,,0
162182,12,1,15,205,2017-11-07 12:27:35,,0
79857,12,1,19,265,2017-11-09 03:51:49,,0
59125,2,1,13,205,2017-11-08 14:24:10,,0
51992,18,1,8,107,2017-11-08 12:15:52,,0
61787,18,1,15,134,2017-11-07 12:57:18,,0
75684,1,1,13,153,2017-11-08 07:11:13,,0
102211,15,1,13,245,2017-11-07 05:39:01,,0
83867,12,1,53,265,2017-11-09 15:07:38,,0
45041,15,2,6,245,2017-11-07 14:31:13,,0
114314,9,1,3,244,2017-11-08 09:51:00,,0
48212,12,1,19,265,2017-11-07 04:53:45,,0
177921,3,1,13,489,2017-11-08 05:40:00,,0
51361,18,1,13,107,2017-11-08 13:10:35,,0
124574,3,1,17,280,2017-11-07 13:08:13,,0
50949,6,1,14,459,2017-11-07 19:51:44,,0
6380,12,1,19,178,2017-11-08 10:54:18,,0
87435,11,1,23,173,2017-11-09 00:48:46,,0
39238,21,1,19,128,2017-11-07 13:05:27,,0
144046,12,1,49,245,2017-11-08 09:03:28,,0
14236,3,1,13,489,2017-11-07 09:38:14,,0
105637,27,1,3,153,2017-11-09 11:04:58,,0
96245,3,1,17,417,2017-11-08 17:11:17,,0
144716,3,1,41,371,2017-11-07 00:48:45,,0
109644,3,1,8,280,2017-11-08 12:23:22,,0
58712,1,1,1,153,2017-11-07 08:20:19,,0
92712,1,1,13,137,2017-11-09 00:49:51,,0
52726,3,1,13,211,2017-11-08 12:11:36,,0
207490,18,1,19,376,2017-11-08 05:37:20,,0
73527,3,1,14,280,2017-11-08 17:01:40,,0
81121,12,1,25,265,2017-11-07 10:31:42,,0
37437,18,1,13,439,2017-11-08 02:09:30,,0
292151,4,1,2,101,2017-11-08 20:40:50,,0
173152,1,1,13,135,2017-11-07 14:38:17,,0
254369,2,1,19,122,2017-11-07 16:37:03,,0
67467,18,1,13,439,2017-11-08 07:24:19,,0
163593,12,2,13,178,2017-11-07 07:27:19,,0
63832,14,1,19,401,2017-11-08 02:26:04,,0
120791,15,1,19,111,2017-11-08 04:53:53,,0
89550,20,1,19,259,2017-11-06 16:34:44,,0
69913,27,1,19,153,2017-11-08 14:42:06,,0
86521,12,1,19,178,2017-11-09 00:56:36,,0
25792,3,2,13,402,2017-11-08 09:30:14,,0
137332,18,1,22,134,2017-11-07 04:25:21,,0
28237,15,1,46,412,2017-11-09 12:13:08,,0
9881,2,1,37,477,2017-11-08 09:44:29,,0
78881,14,1,19,439,2017-11-08 21:58:28,,0
